,GN,N
88,0.012923479080200195,0.016036033630371094
89,0.012955188751220703,0.01584339141845703
90,0.013271808624267578,0.016030073165893555
91,0.012977838516235352,0.015963077545166016
92,0.012917518615722656,0.015869855880737305
93,0.012992620468139648,0.01674962043762207
94,0.013096094131469727,0.016026020050048828
95,0.012983322143554688,0.015900373458862305
96,0.013013124465942383,0.01615309715270996
97,0.012840509414672852,0.01587653160095215
98,0.012897968292236328,0.016041040420532227
99,0.012996673583984375,0.015887975692749023
100,0.012941598892211914,0.01596665382385254
101,0.01285243034362793,0.015959501266479492
102,0.012984275817871094,0.015839815139770508
103,0.012944459915161133,0.016057968139648438
104,0.012820005416870117,0.01620030403137207
105,0.013012886047363281,0.017293214797973633
106,0.012978792190551758,0.016202926635742188
107,0.012809991836547852,0.015864133834838867
108,0.012828588485717773,0.016081809997558594
109,0.012980222702026367,0.015750408172607422
110,0.012918472290039062,0.016049861907958984
111,0.012951374053955078,0.01590752601623535
112,0.012958526611328125,0.01584601402282715
113,0.012926101684570312,0.016066789627075195
114,0.013007879257202148,0.01587700843811035
115,0.013102531433105469,0.01599860191345215
116,0.012903928756713867,0.01594066619873047
117,0.01306009292602539,0.015835046768188477
118,0.013324260711669922,0.016692638397216797
119,0.013010263442993164,0.015950679779052734
120,0.012918233871459961,0.01599574089050293
121,0.013020992279052734,0.015967369079589844
122,0.012921571731567383,0.015851259231567383
123,0.01288604736328125,0.016072511672973633
124,0.012933015823364258,0.015811681747436523
125,0.012943267822265625,0.016028881072998047
126,0.012935161590576172,0.015880823135375977
127,0.012974739074707031,0.015887975692749023
128,0.012847661972045898,0.016032695770263672
129,0.01280522346496582,0.015854835510253906
130,0.012877702713012695,0.016379117965698242
131,0.012793540954589844,0.01617264747619629
132,0.012832880020141602,0.015850067138671875
133,0.01294565200805664,0.016126394271850586
134,0.012883901596069336,0.01593327522277832
135,0.012850761413574219,0.016028165817260742
136,0.013193607330322266,0.015916109085083008
137,0.012939691543579102,0.01584649085998535
138,0.012859106063842773,0.016047000885009766
139,0.01294398307800293,0.015847206115722656
140,0.012793540954589844,0.016010284423828125
141,0.012901782989501953,0.015883922576904297
142,0.013023614883422852,0.01726222038269043
143,0.012845754623413086,0.016872644424438477
144,0.012954950332641602,0.016004562377929688
145,0.012973308563232422,0.01600337028503418
146,0.012930631637573242,0.015848398208618164
147,0.012908935546875,0.016155242919921875
148,0.012956619262695312,0.01592850685119629
149,0.012981176376342773,0.01568603515625
150,0.012895822525024414,0.015881776809692383
151,0.012903928756713867,0.015896081924438477
152,0.012932538986206055,0.0157625675201416
153,0.012884140014648438,0.0158693790435791
154,0.012830495834350586,0.015793800354003906
155,0.012989044189453125,0.01633000373840332
156,0.012808799743652344,0.0159761905670166
157,0.01296377182006836,0.01581859588623047
158,0.012931108474731445,0.015982389450073242
159,0.012775182723999023,0.01580023765563965
160,0.012760639190673828,0.01583719253540039
161,0.01294255256652832,0.015828847885131836
162,0.012926816940307617,0.0157623291015625
163,0.012961149215698242,0.01587700843811035
164,0.013024330139160156,0.015830516815185547
165,0.012948751449584961,0.01585555076599121
166,0.012848854064941406,0.01580810546875
167,0.013067960739135742,0.01584601402282715
168,0.013000011444091797,0.016345977783203125
169,0.012950897216796875,0.015860319137573242
170,0.012917280197143555,0.015862464904785156
171,0.012944221496582031,0.015906810760498047
172,0.012968301773071289,0.0157625675201416
173,0.015391826629638672,0.01579451560974121
174,0.013002872467041016,0.01579594612121582
175,0.012905120849609375,0.01588892936706543
176,0.013032197952270508,0.015884876251220703
177,0.012954950332641602,0.015825271606445312
178,0.012894392013549805,0.015908002853393555
179,0.013157129287719727,0.01597738265991211
180,0.01302027702331543,0.02198338508605957
181,0.012932062149047852,0.016370296478271484
182,0.013139724731445312,0.01607823371887207
183,0.013067483901977539,0.01593947410583496
184,0.012960433959960938,0.015792131423950195
185,0.012958288192749023,0.015961170196533203
186,0.013187646865844727,0.015808582305908203
187,0.013000249862670898,0.015854358673095703
188,0.012970685958862305,0.01581740379333496
189,0.013021707534790039,0.015764713287353516
190,0.012872457504272461,0.01584005355834961
191,0.012953042984008789,0.015803813934326172
192,0.013078927993774414,0.01581716537475586
193,0.012943029403686523,0.017075300216674805
194,0.01303553581237793,0.015888452529907227
195,0.013059854507446289,0.015938282012939453
196,0.012900352478027344,0.015840530395507812
197,0.012904882431030273,0.015738248825073242
198,0.013029813766479492,0.015969038009643555
199,0.012958288192749023,0.0158541202545166
200,0.01289677619934082,0.015872716903686523
201,0.013048887252807617,0.015726566314697266
202,0.012945175170898438,0.01579427719116211
203,0.01295328140258789,0.015884876251220703
204,0.012874603271484375,0.01578354835510254
205,0.012805938720703125,0.01671576499938965
206,0.01286768913269043,0.01616215705871582
207,0.012910842895507812,0.01587510108947754
208,0.01279449462890625,0.015915870666503906
209,0.012781858444213867,0.015803813934326172
210,0.0129241943359375,0.015881061553955078
211,0.012827396392822266,0.0158236026763916
212,0.012916326522827148,0.015738725662231445
213,0.01290583610534668,0.017474889755249023
214,0.013019323348999023,0.01590108871459961
215,0.01289057731628418,0.01587057113647461
216,0.01292729377746582,0.01588153839111328
217,0.013218164443969727,0.017684221267700195
218,0.013057470321655273,0.016430139541625977
219,0.01297307014465332,0.015891551971435547
220,0.013018608093261719,0.01590704917907715
221,0.012969732284545898,0.015766382217407227
222,0.01291036605834961,0.015844106674194336
223,0.012976884841918945,0.015822172164916992
224,0.012853622436523438,0.015834331512451172
225,0.012863397598266602,0.016014575958251953
226,0.01321721076965332,0.0157778263092041
227,0.012829780578613281,0.01583099365234375
228,0.012885332107543945,0.015819787979125977
229,0.012993335723876953,0.01581716537475586
230,0.013235807418823242,0.01688551902770996
231,0.012962579727172852,0.015947580337524414
232,0.012912273406982422,0.015813827514648438
233,0.012987375259399414,0.01585221290588379
234,0.012984037399291992,0.01576089859008789
235,0.01289987564086914,0.01587057113647461
236,0.012985944747924805,0.015714645385742188
237,0.01294708251953125,0.01577901840209961
238,0.012813091278076172,0.01576375961303711
239,0.012908935546875,0.015753746032714844
240,0.01287078857421875,0.01589035987854004
241,0.01289510726928711,0.015769004821777344
242,0.013111352920532227,0.01575922966003418
243,0.012990713119506836,0.017038822174072266
244,0.012892723083496094,0.015859365463256836
245,0.01313161849975586,0.016063690185546875
246,0.012988090515136719,0.017363786697387695
247,0.01292872428894043,0.016799449920654297
248,0.012941360473632812,0.015878677368164062
249,0.013074398040771484,0.015911102294921875
250,0.01288747787475586,0.015763044357299805
251,0.012901782989501953,0.015796661376953125
252,0.012921333312988281,0.015869855880737305
253,0.012918710708618164,0.015794038772583008
254,0.012855768203735352,0.016062021255493164
255,0.012978315353393555,0.017972469329833984
256,0.012843847274780273,0.01591181755065918
257,0.012946605682373047,0.016032934188842773
258,0.012963294982910156,0.015842676162719727
259,0.012898921966552734,0.015766382217407227
260,0.012887001037597656,0.01606273651123047
261,0.013017654418945312,0.016308307647705078
262,0.013059139251708984,0.0160830020904541
263,0.01298832893371582,0.01622152328491211
264,0.01303720474243164,0.01584911346435547
265,0.012986183166503906,0.015985965728759766
266,0.012909889221191406,0.015846729278564453
267,0.012978315353393555,0.016595125198364258
268,0.013002395629882812,0.016249895095825195
269,0.012937545776367188,0.01578998565673828
270,0.012963056564331055,0.01601433753967285
271,0.012938737869262695,0.01576972007751465
272,0.012906074523925781,0.016038179397583008
273,0.01301264762878418,0.015805482864379883
274,0.012935876846313477,0.01575326919555664
275,0.012903213500976562,0.018985271453857422
276,0.013258934020996094,0.01593780517578125
277,0.012980461120605469,0.015877246856689453
278,0.012960195541381836,0.015861034393310547
279,0.013062238693237305,0.01580500602722168
280,0.012974739074707031,0.016712665557861328
281,0.012946844100952148,0.016150951385498047
282,0.01298666000366211,0.015978336334228516
283,0.013024568557739258,0.015929698944091797
284,0.012962818145751953,0.01864790916442871
285,0.013034820556640625,0.016046524047851562
286,0.01291966438293457,0.015855073928833008
287,0.012937068939208984,0.015949487686157227
288,0.0129547119140625,0.01588129997253418
289,0.012994766235351562,0.015857458114624023
290,0.01296854019165039,0.015935897827148438
291,0.012885570526123047,0.01637721061706543
292,0.013008832931518555,0.02026653289794922
293,0.012899637222290039,0.016004323959350586
294,0.012923717498779297,0.016013383865356445
295,0.013064146041870117,0.015897274017333984
296,0.012944936752319336,0.015859127044677734
297,0.012887239456176758,0.015932083129882812
298,0.013002872467041016,0.015856027603149414
299,0.01289224624633789,0.01603984832763672
300,0.012866020202636719,0.01586294174194336
301,0.012956380844116211,0.015842914581298828
302,0.012881755828857422,0.015923738479614258
303,0.012876033782958984,0.01587510108947754
304,0.012970685958862305,0.016358613967895508
305,0.012939691543579102,0.01608586311340332
306,0.012882709503173828,0.01588606834411621
307,0.012952566146850586,0.01599264144897461
308,0.012947559356689453,0.015857934951782227
309,0.012886762619018555,0.015815019607543945
310,0.012850284576416016,0.015859127044677734
311,0.013061046600341797,0.015857219696044922
312,0.012956619262695312,0.01595902442932129
313,0.012911558151245117,0.016381025314331055
314,0.013057708740234375,0.016909360885620117
315,0.012937307357788086,0.01694631576538086
316,0.012909889221191406,0.016809701919555664
317,0.013103246688842773,0.01732778549194336
318,0.013009786605834961,0.0168759822845459
319,0.01304316520690918,0.016923904418945312
320,0.01301264762878418,0.016860485076904297
321,0.012975454330444336,0.01695418357849121
322,0.013204336166381836,0.016852378845214844
323,0.01305389404296875,0.016808509826660156
324,0.013002872467041016,0.01693582534790039
325,0.013057470321655273,0.016881942749023438
326,0.013063669204711914,0.017017841339111328
327,0.01297760009765625,0.016869068145751953
328,0.012864351272583008,0.017859220504760742
329,0.012979745864868164,0.01734328269958496
330,0.012902021408081055,0.016882658004760742
331,0.012912750244140625,0.017015457153320312
332,0.01300811767578125,0.01687312126159668
333,0.012895822525024414,0.01692342758178711
334,0.012978792190551758,0.016836881637573242
335,0.01298069953918457,0.016910076141357422
336,0.012947320938110352,0.016941547393798828
337,0.012810945510864258,0.016828298568725586
338,0.012993097305297852,0.016988039016723633
339,0.012923717498779297,0.01682591438293457
340,0.01295328140258789,0.017191648483276367
341,0.012974023818969727,0.01708531379699707
342,0.013205528259277344,0.016878604888916016
343,0.012921571731567383,0.016963958740234375
344,0.01300668716430664,0.016815662384033203
345,0.012954473495483398,0.01697516441345215
346,0.012924432754516602,0.016826391220092773
347,0.01312875747680664,0.016846179962158203
348,0.012961864471435547,0.016872167587280273
349,0.012887716293334961,0.016870498657226562
350,0.013068914413452148,0.016963720321655273
351,0.01293635368347168,0.016849040985107422
352,0.012920856475830078,0.01718759536743164
353,0.012993335723876953,0.01689910888671875
354,0.012959480285644531,0.016821861267089844
355,0.012827634811401367,0.01966071128845215
356,0.012942075729370117,0.015926361083984375
357,0.013058662414550781,0.0158846378326416
358,0.012899637222290039,0.01571965217590332
359,0.012898921966552734,0.015866518020629883
360,0.012879133224487305,0.01579594612121582
361,0.012866020202636719,0.01581287384033203
362,0.01300501823425293,0.015869140625
363,0.01308131217956543,0.015796899795532227
364,0.012931346893310547,0.017035245895385742
365,0.013023138046264648,0.0161135196685791
366,0.012987613677978516,0.01577901840209961
367,0.012911796569824219,0.015900611877441406
368,0.013127803802490234,0.01574230194091797
369,0.01319265365600586,0.01584148406982422
370,0.013007402420043945,0.01576375961303711
371,0.012927532196044922,0.01573324203491211
372,0.013045787811279297,0.01581716537475586
373,0.013020992279052734,0.015759706497192383
374,0.012857675552368164,0.015830516815185547
375,0.012945175170898438,0.015732526779174805
376,0.012895822525024414,0.015755176544189453
377,0.012862920761108398,0.016388416290283203
378,0.012978315353393555,0.015834808349609375
379,0.01290273666381836,0.01584339141845703
380,0.012920141220092773,0.015816688537597656
381,0.013088226318359375,0.015888690948486328
382,0.012935161590576172,0.015896320343017578
383,0.012927770614624023,0.015975475311279297
384,0.013119220733642578,0.015876293182373047
385,0.01295781135559082,0.015794992446899414
386,0.013010978698730469,0.015748977661132812
387,0.012622833251953125,0.01585531234741211
388,0.012556076049804688,0.015797138214111328
389,0.012468338012695312,0.01610565185546875
390,0.012502908706665039,0.01631903648376465
391,0.012544631958007812,0.015830516815185547
392,0.012426137924194336,0.015890836715698242
393,0.012440919876098633,0.01576709747314453
394,0.012547016143798828,0.015807390213012695
395,0.012418508529663086,0.015821456909179688
396,0.012355566024780273,0.015723228454589844
397,0.012434720993041992,0.015825510025024414
398,0.012508392333984375,0.015842914581298828
399,0.012374162673950195,0.0157773494720459
400,0.012456655502319336,0.01587224006652832
401,0.012374162673950195,0.015659570693969727
402,0.012394428253173828,0.01708507537841797
403,0.012581348419189453,0.01593613624572754
404,0.012419700622558594,0.015892744064331055
405,0.012376785278320312,0.01583409309387207
406,0.012371301651000977,0.015722036361694336
407,0.012451171875,0.01587367057800293
408,0.012427806854248047,0.016162633895874023
409,0.012436866760253906,0.01592087745666504
410,0.012478113174438477,0.015855073928833008
411,0.012365579605102539,0.015810012817382812
412,0.012542247772216797,0.015869617462158203
413,0.012421131134033203,0.01572561264038086
414,0.012473344802856445,0.016139745712280273
415,0.012652873992919922,0.016218185424804688
416,0.012560129165649414,0.01582956314086914
417,0.012665033340454102,0.01634073257446289
418,0.012511014938354492,0.01576089859008789
419,0.012564897537231445,0.015774965286254883
420,0.01248931884765625,0.015845298767089844
421,0.012368917465209961,0.015756607055664062
422,0.012464761734008789,0.015807628631591797
423,0.012417316436767578,0.015773296356201172
424,0.012418746948242188,0.015780210494995117
425,0.012412786483764648,0.015882015228271484
426,0.0125274658203125,0.015725135803222656
427,0.01243448257446289,0.01623249053955078
428,0.012427806854248047,0.015841960906982422
429,0.012519598007202148,0.015784263610839844
430,0.012419939041137695,0.01588749885559082
431,0.012472867965698242,0.01581263542175293
432,0.012549877166748047,0.01586437225341797
433,0.012592792510986328,0.015741586685180664
434,0.012442350387573242,0.015737295150756836
435,0.012434244155883789,0.01584625244140625
436,0.012481689453125,0.015780210494995117
437,0.012484550476074219,0.015868663787841797
438,0.012395143508911133,0.01576399803161621
439,0.012479543685913086,0.01653885841369629
440,0.012439966201782227,0.016522884368896484
441,0.012413978576660156,0.015854835510253906
442,0.01250147819519043,0.015876293182373047
443,0.012411832809448242,0.0158541202545166
444,0.012421369552612305,0.01581883430480957
445,0.012529611587524414,0.015781164169311523
446,0.012521743774414062,0.015764474868774414
447,0.012529850006103516,0.01584935188293457
448,0.01263284683227539,0.015905141830444336
449,0.012452840805053711,0.01597762107849121
450,0.012377262115478516,0.01657557487487793
451,0.012482881546020508,0.01584911346435547
452,0.012576818466186523,0.01607203483581543
453,0.01248788833618164,0.015942096710205078
454,0.012404441833496094,0.015771865844726562
455,0.012567758560180664,0.015908241271972656
456,0.012476444244384766,0.01575636863708496
457,0.012576818466186523,0.01573657989501953
458,0.012500286102294922,0.015778064727783203
459,0.012387275695800781,0.015734195709228516
460,0.012386560440063477,0.015834569931030273
461,0.012528419494628906,0.01581406593322754
462,0.012484073638916016,0.01580023765563965
463,0.01251077651977539,0.015738248825073242
464,0.013851165771484375,0.01586437225341797
465,0.012537002563476562,0.016196727752685547
466,0.01244974136352539,0.015822887420654297
467,0.0125274658203125,0.01580810546875
468,0.012516260147094727,0.015787124633789062
469,0.012788772583007812,0.015758514404296875
470,0.012571096420288086,0.015846729278564453
471,0.012531280517578125,0.01572871208190918
472,0.012483358383178711,0.015868425369262695
473,0.012453556060791016,0.01578235626220703
474,0.01255488395690918,0.01574563980102539
475,0.01244354248046875,0.015833139419555664
476,0.012415170669555664,0.015745162963867188
477,0.012517690658569336,0.01659107208251953
478,0.012652873992919922,0.016277074813842773
479,0.012444496154785156,0.015874862670898438
480,0.012576580047607422,0.01590132713317871
481,0.01248621940612793,0.01578807830810547
482,0.012472152709960938,0.015811681747436523
483,0.01246786117553711,0.015794992446899414
484,0.01251363754272461,0.01574254035949707
485,0.012481451034545898,0.01580810546875
486,0.012413501739501953,0.01582622528076172
487,0.012436389923095703,0.015799999237060547
488,0.01253819465637207,0.015717267990112305
489,0.01250314712524414,0.01571178436279297
490,0.012544870376586914,0.01643967628479004
491,0.012473106384277344,0.01594710350036621
492,0.012445449829101562,0.015775203704833984
493,0.012544393539428711,0.015920639038085938
494,0.012454032897949219,0.015793323516845703
495,0.012423038482666016,0.015916109085083008
496,0.012605667114257812,0.015830516815185547
497,0.012448310852050781,0.015932321548461914
498,0.012423276901245117,0.01582050323486328
499,0.012414932250976562,0.015787601470947266
500,0.012452125549316406,0.015798091888427734
501,0.012407064437866211,0.015779733657836914
502,0.012424945831298828,0.01576852798461914
503,0.012452363967895508,0.016422748565673828
504,0.012433052062988281,0.015873432159423828
505,0.01240396499633789,0.01589369773864746
506,0.012453079223632812,0.015856266021728516
507,0.012381792068481445,0.01577591896057129
508,0.012357950210571289,0.01586174964904785
509,0.01247859001159668,0.015764474868774414
510,0.012359380722045898,0.01585102081298828
511,0.012439966201782227,0.01577901840209961
512,0.012787342071533203,0.01575446128845215
513,0.012615203857421875,0.01585531234741211
514,0.012509584426879883,0.015743494033813477
515,0.012581825256347656,0.017108678817749023
516,0.01251673698425293,0.016179800033569336
517,0.012558937072753906,0.015871047973632812
518,0.012637138366699219,0.015828847885131836
519,0.012583494186401367,0.015764713287353516
520,0.012538671493530273,0.015863895416259766
521,0.012475252151489258,0.015730619430541992
522,0.012532949447631836,0.01586127281188965
523,0.012417316436767578,0.015816450119018555
524,0.012630939483642578,0.015782594680786133
525,0.012598276138305664,0.015951156616210938
526,0.012429237365722656,0.015810251235961914
527,0.012534618377685547,0.015834331512451172
528,0.012578248977661133,0.015794038772583008
529,0.012491941452026367,0.015711307525634766
530,0.012465715408325195,0.016354084014892578
531,0.012417078018188477,0.01586318016052246
532,0.012529373168945312,0.015818119049072266
533,0.012530088424682617,0.015850305557250977
534,0.0124664306640625,0.015749216079711914
535,0.012444496154785156,0.015865564346313477
536,0.012387514114379883,0.01653456687927246
537,0.012403488159179688,0.015870094299316406
538,0.012568950653076172,0.015871047973632812
539,0.012452840805053711,0.015820741653442383
540,0.01242375373840332,0.015893220901489258
541,0.012546777725219727,0.015794038772583008
542,0.012727022171020508,0.015839815139770508
543,0.012630462646484375,0.015802621841430664
544,0.012648582458496094,0.016248464584350586
545,0.012536048889160156,0.016021728515625
546,0.013330459594726562,0.015778303146362305
547,0.012491226196289062,0.015863656997680664
548,0.012545585632324219,0.015778541564941406
549,0.01243448257446289,0.015875577926635742
550,0.012427806854248047,0.015798091888427734
551,0.01252889633178711,0.01753544807434082
552,0.012460947036743164,0.018262624740600586
553,0.01243734359741211,0.016485214233398438
554,0.012488842010498047,0.015864133834838867
555,0.012444496154785156,0.015924930572509766
556,0.012504339218139648,0.015824556350708008
557,0.012512922286987305,0.015851497650146484
558,0.012473583221435547,0.01587200164794922
559,0.012411832809448242,0.015788555145263672
560,0.012742280960083008,0.015912294387817383
561,0.012484073638916016,0.01580071449279785
562,0.012586116790771484,0.015856027603149414
563,0.01268148422241211,0.015840768814086914
564,0.01251220703125,0.015857458114624023
565,0.01484227180480957,0.01586747169494629
566,0.012531757354736328,0.015764713287353516
567,0.012521982192993164,0.016528844833374023
568,0.01262044906616211,0.015883684158325195
569,0.012611150741577148,0.01593160629272461
570,0.012717247009277344,0.01583123207092285
571,0.012476205825805664,0.01585555076599121
572,0.01248788833618164,0.015787839889526367
573,0.01245570182800293,0.015775442123413086
574,0.012435436248779297,0.01584935188293457
575,0.012427806854248047,0.01575779914855957
576,0.012737274169921875,0.015848636627197266
577,0.01240849494934082,0.015797853469848633
578,0.012410402297973633,0.015892744064331055
579,0.012531757354736328,0.015842914581298828
580,0.012464523315429688,0.015785932540893555
581,0.012497425079345703,0.016448974609375
582,0.012485027313232422,0.015877962112426758
583,0.012452125549316406,0.015870332717895508
584,0.012529373168945312,0.015717744827270508
585,0.012567520141601562,0.015836477279663086
586,0.012456417083740234,0.015729904174804688
587,0.012482881546020508,0.01581716537475586
588,0.012521982192993164,0.01586747169494629
589,0.012511730194091797,0.015770673751831055
590,0.012377738952636719,0.016895771026611328
591,0.012439250946044922,0.016782283782958984
592,0.012567996978759766,0.016015291213989258
593,0.01245260238647461,0.01581573486328125
594,0.01245427131652832,0.015821456909179688
595,0.012525320053100586,0.016156911849975586
596,0.012438058853149414,0.015881061553955078
597,0.012448549270629883,0.015905141830444336
598,0.012481212615966797,0.01578998565673828
599,0.012397527694702148,0.015932321548461914
600,0.012385129928588867,0.016747474670410156
601,0.012398004531860352,0.015857219696044922
602,0.012495279312133789,0.015908479690551758
603,0.012392282485961914,0.015807628631591797
604,0.012384653091430664,0.016242027282714844
605,0.012462139129638672,0.01587820053100586
606,0.012361526489257812,0.016166210174560547
607,0.012494087219238281,0.015801191329956055
608,0.012753963470458984,0.015929460525512695
609,0.012448787689208984,0.01578044891357422
610,0.01244354248046875,0.015978336334228516
611,0.012497901916503906,0.015847444534301758
612,0.012524843215942383,0.015834331512451172
613,0.012444019317626953,0.01587677001953125
614,0.012553930282592773,0.01580214500427246
615,0.012500286102294922,0.015919208526611328
616,0.012549877166748047,0.01585221290588379
617,0.012747764587402344,0.01625227928161621
618,0.012604713439941406,0.015985488891601562
619,0.012538671493530273,0.01584601402282715
620,0.012476205825805664,0.015859603881835938
621,0.012520790100097656,0.01584601402282715
622,0.012396097183227539,0.015871763229370117
623,0.012463569641113281,0.0157625675201416
624,0.012549638748168945,0.015896081924438477
625,0.012510538101196289,0.015811920166015625
626,0.012495994567871094,0.01586461067199707
627,0.013253211975097656,0.015869855880737305
628,0.012468576431274414,0.016985177993774414
629,0.01245737075805664,0.01601719856262207
630,0.012532234191894531,0.015931367874145508
631,0.012439489364624023,0.015816688537597656
632,0.012481927871704102,0.01611924171447754
633,0.012508153915405273,0.01582026481628418
634,0.01241922378540039,0.015889644622802734
635,0.012431859970092773,0.016048908233642578
636,0.012380123138427734,0.016345739364624023
637,0.012498140335083008,0.015789031982421875
638,0.012471437454223633,0.015851736068725586
639,0.012477636337280273,0.01586437225341797
640,0.012590408325195312,0.015819549560546875
641,0.012429475784301758,0.016730308532714844
642,0.012468338012695312,0.015956640243530273
643,0.0125579833984375,0.015988826751708984
644,0.012463808059692383,0.015789031982421875
645,0.012531280517578125,0.015891313552856445
646,0.012555837631225586,0.015839576721191406
647,0.012459754943847656,0.015927553176879883
648,0.012460708618164062,0.015802383422851562
649,0.0124359130859375,0.0159146785736084
650,0.012532234191894531,0.015815258026123047
651,0.01246500015258789,0.01592111587524414
652,0.012403488159179688,0.015822887420654297
653,0.012480020523071289,0.016264677047729492
654,0.012469053268432617,0.016052722930908203
655,0.012542247772216797,0.01587200164794922
656,0.012680530548095703,0.01593613624572754
657,0.01242518424987793,0.015831947326660156
658,0.01237344741821289,0.015890121459960938
659,0.012546300888061523,0.015861034393310547
660,0.012415647506713867,0.0158383846282959
661,0.012456655502319336,0.015752077102661133
662,0.012663602828979492,0.015996694564819336
663,0.012503862380981445,0.015790224075317383
664,0.012541055679321289,0.01591324806213379
665,0.012512445449829102,0.016488313674926758
666,0.012542009353637695,0.01624584197998047
667,0.01248478889465332,0.01632380485534668
668,0.01277303695678711,0.015961408615112305
669,0.012557268142700195,0.015939712524414062
670,0.012457847595214844,0.01610541343688965
671,0.01244211196899414,0.01597452163696289
672,0.012684345245361328,0.015797138214111328
673,0.012474536895751953,0.015841960906982422
674,0.01246333122253418,0.0157926082611084
675,0.012612581253051758,0.01594090461730957
676,0.012430429458618164,0.015796184539794922
677,0.012517452239990234,0.015988588333129883
678,0.012625694274902344,0.01578807830810547
679,0.012585163116455078,0.016300201416015625
680,0.012498855590820312,0.01597452163696289
681,0.012470006942749023,0.01596808433532715
682,0.012457609176635742,0.015883207321166992
683,0.01247262954711914,0.015932321548461914
684,0.012438535690307617,0.015824079513549805
685,0.012559175491333008,0.015938282012939453
686,0.012536764144897461,0.01578831672668457
687,0.01251530647277832,0.015963315963745117
688,0.012568235397338867,0.015822172164916992
689,0.012343883514404297,0.01592707633972168
690,0.012472391128540039,0.015849590301513672
691,0.01261591911315918,0.015943288803100586
692,0.012445926666259766,0.01577901840209961
693,0.012480020523071289,0.0164029598236084
694,0.012475728988647461,0.016047954559326172
695,0.012462139129638672,0.016005754470825195
696,0.012525558471679688,0.015886545181274414
697,0.012552976608276367,0.015941381454467773
698,0.012447834014892578,0.015778303146362305
699,0.012446403503417969,0.016047239303588867
